7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,132,10,10,10,10,10,10,10,10,10,10
112,94,113,114,135,10,10,10,10,10,10,10,10,10,10,10,10,148,149,150,151,152,10,10,10,10,10,10,10,10
162,163,164,165,0,21,10,10,10,10,10,10,10,10,10,10,23,5,184,185,179,4,21,10,10,10,10,10,10,10
162,162,162,179,18,21,10,10,10,10,10,10,10,10,10,10,10,55,37,22,24,38,10,10,10,10,10,10,10,10
162,162,188,189,18,21,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,56,10,10,10,10,10,10,10,10
162,179,162,162,1,21,10,112,10,10,10,10,10,114,10,10,10,10,10,10,10,74,10,10,10,10,10,10,10,10
162,162,162,4,25,10,23,162,21,10,10,10,23,4,21,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
19,19,4,25,10,10,10,36,10,10,10,10,10,24,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
55,102,24,10,10,10,10,54,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,112,94,147,72,112,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,113,114,180,173,174,175,3,21,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,77,77,79,79,78,163,164,19,19,19,25,106,10,10,10,10,10,10,10,10
153,10,10,10,72,10,10,10,10,10,10,10,10,10,10,22,102,36,24,24,10,124,10,10,10,10,10,10,10,10
0,21,10,23,179,21,10,10,10,10,10,10,10,10,10,10,10,54,10,10,10,10,10,10,10,10,10,10,10,10
24,10,10,10,55,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
112,10,90,91,92,93,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
19,21,108,109,110,111,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
37,10,126,127,128,129,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,144,145,146,147,114,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,23,180,176,177,178,3,80,79,81,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,112,96
10,23,5,19,19,1,25,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,23,163,164
10,10,38,102,126,22,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,55,102
10,10,56,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,74,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,114,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,135,72,112,113,10,10,10,10,113,10,10,10,10,23,162,21,10,10
10,10,10,10,10,10,10,10,10,10,10,23,180,175,176,3,21,10,10,23,181,21,10,10,10,10,37,10,10,10
10,10,10,10,10,10,10,10,10,10,10,23,2,162,19,1,21,10,10,10,22,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,22,55,36,22,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,54,10,10,10,10,10,10,10,10,113,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,23,2,21,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,22,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,112,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,23,0,21
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,22,10
112,112,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
180,0,21,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
20,18,21,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
20,18,21,10,10,10,10,73,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
20,18,135,114,113,112,95,0,153,112,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2,163,164,179,19,19,19,19,166,1,21,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
22,37,102,22,22,36,37,55,38,37,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,54,10,10,56,10,10,10,10,10,10,10,10,10,10,10,10,10,94,112,113,10,10,10,10,10
10,10,10,10,10,10,10,10,74,10,10,10,10,10,10,10,10,10,10,10,10,23,180,19,3,21,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,24,24,37,10,10,10,10,113
