10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,180,188,189,176,177,178
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,19,19,179,4,10,10,5,19,19,179,184,185
10,10,10,10,10,10,10,10,10,10,10,10,5,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
167,168,169,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,181,167,168,184,185,173,174,0,80,81,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,2,188,189,19,19,179,19,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,173,174
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,179,162
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,180,173,174,175,3,10,10,10,188,189,19,19,179
10,10,10,10,10,10,10,10,10,10,10,10,77,79,78,163,164,19,19,19,25,10,10,10,10,10,10,10,10,5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,153,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,23,162,21,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,22,10,10,10,112,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,23,179,21,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,102,10,113,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,23,2,21,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,55,10,10,10,135,72,112,113,94,114,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,23,180,175,176,177,178,0,21,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,23,20,184,185,179,162,163,3,152,10,10,10,10,10,10,90,91,92,93
10,10,10,10,10,10,10,10,10,10,10,23,2,162,19,182,183,19,19,1,21,10,10,10,10,10,108,109,110,111
10,10,10,10,10,10,10,10,10,10,10,10,22,55,36,22,22,22,55,22,10,10,10,10,10,10,126,127,128,129
10,10,10,10,10,10,10,10,10,10,10,10,10,10,54,10,10,10,10,10,10,148,149,150,151,152,144,145,146,112
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,23,180,169,170,171,172,173,174,175,176
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,96,188,189,162,183,183,184,185,162,162
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,95,180,162,162,19,19,19,19,19,19,19
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,77,79,78,2,19,1,25,38,55,22,22,37,55
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,37,22,22,10,56,10,10,10,10,10
97,98,99,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,74,10,10,10,10,10
115,116,117,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
165,166,167,21,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
22,55,37,10,10,94,72,73,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,23,180,166,0,153,112,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,23,2,19,19,166,1,21,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,36,37,55,38,37,10,10,10,10,10,10,10,10,10,10,10,10,10,147,153,154,113,114,75,76
10,10,10,10,10,54,10,10,56,10,10,10,10,10,10,10,10,10,10,10,10,23,181,169,170,171,172,173,174,175
10,10,10,10,10,10,10,10,74,10,10,10,10,10,10,10,10,10,10,10,10,23,5,19,19,179,19,188,189,19
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,55,37,55,36,22,22,38
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,54,10,10,56
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,14,15,10,10,74
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,32,33,34,10,10
10,10,10,10,10,10,75,76,112,10,10,10,10,10,10,10,10,10,10,10,10,10,47,48,49,50,51,52,53,10
10,10,10,10,10,23,180,162,163,80,79,81,10,10,10,10,10,10,10,10,10,10,65,66,67,68,69,70,71,10
10,10,10,10,10,10,22,126,22,10,10,10,10,10,10,73,112,113,94,10,10,10,83,84,85,86,87,88,10,10
10,10,10,10,10,10,90,91,92,93,10,10,10,10,95,180,166,166,0,21,10,10,10,102,103,104,105,106,10,10
10,10,10,10,10,10,108,109,110,111,10,10,10,23,2,19,19,19,1,21,10,10,10,10,121,122,123,124,10,10
10,10,10,10,10,10,126,127,128,129,10,10,10,10,22,37,22,102,55,10,10,10,10,10,139,140,141,10,10,10
72,112,113,94,114,113,144,145,146,112,113,72,112,113,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,10
162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,162,163,164,165,166,167,168,169,170,171,172,173
